2.83162,3.91491,259.801,0.00844904
1.33075,3.89745,264.338,0.00880893
0.687586,3.93505,263.578,0.00874389
1.06738,4.12332,269.867,0.00863715
1.25661,4.05946,267.713,0.00832592
1.8254,3.88801,263.656,0.00816805
1.82597,4.01557,265.128,0.00832799
1.67095,3.9092,260.476,0.00844532
1.47661,3.9474,257.816,0.00831692
1.20387,3.9686,257.063,0.00829668
1.28139,3.93116,253.077,0.00812036
1.25274,3.4801,225.96,0.00774585
1.4842,3.59548,234.638,0.00786011
1.40631,3.57532,232.332,0.00787055
1.38072,3.50118,229.149,0.00770723
1.35518,3.38789,227.245,0.00755794
1.24657,3.00426,210.094,0.00737444
1.16083,2.96775,221.328,0.00711903
1.11964,3.0065,225.267,0.00746876
1.13369,2.87349,222.97,0.0075426
1.1889,2.93839,231.658,0.00740992
1.17434,2.88213,228.468,0.00773269
1.32235,2.83013,228.067,0.00805132
1.35337,2.83767,230.078,0.0078805
1.35079,2.818,227.163,0.00779858
1.27881,2.7995,228.643,0.00767431
1.26277,2.64308,226.566,0.00740226
1.26952,2.7068,230.051,0.00733117
1.33498,2.93481,234.749,0.00784837
1.29888,3.06632,239.129,0.00787031
1.25622,3.04573,240.503,0.00790955
1.23603,3.05831,243.559,0.00782677
1.20653,2.93683,237.945,0.00768169
1.16723,2.94181,238.776,0.00765743
0.976509,2.96134,240.001,0.008419
1.0382,2.84732,234.91,0.008214
0.938652,2.80979,230.505,0.008538
0.874023,2.84546,230.21,0.007412
0.941823,2.81714,229.912,0.007716
0.90322,2.79941,228.464,0.007426
0.883079,2.92019,232.746,0.007367
0.846071,2.95791,232.354,0.007529
0.882104,2.86201,231.273,0.007482
0.936328,2.83078,230.66,0.007635
0.901093,2.79695,226.453,0.007247
0.897142,2.83215,229.883,0.007177
0.894047,2.85087,229.866,0.006675
0.816037,2.9279,233.926,0.006694
0.740519,2.89243,234.977,0.006649
0.777802,2.87363,234.528,0.006506
0.721358,2.862,232.835,0.006536
0.583057,3.06228,239.277,0.006304
0.657833,2.9909,237.226,0.005592
0.734763,3.0031,236.046,0.005512
0.685812,3.00287,237.736,0.005446
0.676222,2.98217,237.259,0.005862
0.687476,3.02591,238.972,0.005539
0.667547,2.99174,238.657,0.00524
0.628255,2.99688,240.324,0.005019
0.645658,3.15307,246.444,0.005334
0.610013,3.05133,243.223,0.005451
0.623483,3.06208,242.901,0.005451
0.650769,3.11396,244.205,0.005451
0.629795,3.12602,245.321,0.005053
0.637044,3.15803,247.539,0.005053
0.628787,3.1413,245.566,0.005053
0.602627,3.18573,249.405,0.005053
0.517689,3.1343,252.696,0.005446
0.561499,3.08973,254.63,0.005394
0.533148,3.08324,262.374,0.005395
0.549028,3.05696,270.365,0.005189
0.518445,3.0164,262.234,0.004975
0.487067,3.05274,264.209,0.005044
0.432979,3.09648,270.266,0.004735
0.439769,3.0872,267.019,0.004694
0.565462,3.11284,273.573,0.004716
0.540738,3.11753,277.388,0.004673
0.568574,3.11333,282.957,0.004641
0.631939,3.06253,284.749,0.00459
0.743958,3.10895,285.516,0.00467
0.854455,3.10306,294.809,0.00464
1.01041,3.08964,303.637,0.004664
1.16375,3.87385,313.907,0.004637
1.04185,3.96789,325.801,0.004837
0.907092,3.62696,312.278,0.004688
1.05854,3.8246,324.997,0.004918
0.955046,4.12953,350.768,0.005117
1.00234,4.52849,398.237,0.005362
0.901809,4.04542,404.359,0.004919
0.906601,3.83527,387.473,0.004522
0.909442,3.49984,372.826,0.004561
0.922482,3.55005,387.06,0.004693
1.0305,3.39294,371.502,0.004649
0.995803,3.37962,380.644,0.004606
0.934834,3.14591,336.873,0.004399
0.788761,2.94142,305.983,0.004236
0.900742,3.30365,337.955,0.004503
0.904082,3.23021,337.372,0.004477
0.884229,3.19098,331.501,0.004318
0.910826,3.08226,320.484,0.004165
0.933841,3.20904,331.353,0.004176
0.995273,3.21181,335.111,0.004251
0.994429,3.21683,335.447,0.004264
0.951471,3.12993,325.568,0.004226
0.926803,3.12018,321.417,0.004221
0.973572,3.14249,325.159,0.004243
0.964739,3.14008,323.395,0.004268
0.94522,3.1334,322.829,0.004288
0.899361,3.11195,319.979,0.004237
0.867707,3.30881,328.169,0.004313
0.894875,3.64871,356.245,0.00427
0.870713,3.57492,359.011,0.004287
0.917399,3.49478,356.212,0.004237
0.871745,3.66137,371.488,0.004293
0.873601,3.61974,378.265,0.004206
0.875004,3.43704,363.45,0.004087
0.822734,3.33158,358.82,0.004177
0.824765,3.37436,360.954,0.00426
0.838791,3.35769,362.767,0.004773
0.864584,3.53017,390.645,0.005259
0.834992,3.47773,394.011,0.00536
0.80075,3.62074,394.355,0.005508
0.818853,3.69153,412.93,0.006677
0.791829,3.65324,417.368,0.00849
0.847442,3.63366,416.91,0.008549
0.916739,3.81613,452.415,0.008445
0.971258,3.58704,434.903,0.008466
0.958303,3.59734,435.815,0.008787
0.99549,3.58236,443.277,0.007778
1.01706,3.80897,464.999,0.006684
0.988912,3.66954,453.914,0.006754
0.940228,3.72901,456.473,0.006692
0.921172,3.75561,463.816,0.006384
0.909633,3.73573,462.053,0.006284
0.903232,3.50985,441.129,0.00624
0.896806,3.43219,437.809,0.006271
0.878959,3.38453,436.237,0.006187
0.867565,3.57362,442.821,0.006028
0.861363,3.62102,454.907,0.005971
0.870718,3.60931,455.742,0.006488
0.853018,3.44714,417.092,0.006182
0.858887,3.50443,423.925,0.006355
0.84217,3.45318,420.708,0.006338
0.869488,3.48677,432.154,0.006248
0.900354,3.46054,426.811,0.00619
0.93654,3.47466,431.139,0.006043
0.946313,3.51181,434.427,0.00594
0.938126,3.5051,434.326,0.006072
0.972197,3.48551,430.198,0.006008
0.959298,3.49949,433.534,0.00596
0.953102,3.4701,432.115,0.006042
0.968434,3.46081,431.343,0.006008
0.958977,3.60222,456.434,0.006008
0.995575,3.57525,454.696,0.005941
1.02478,3.57467,448.709,0.005995
1.01997,3.5422,447.207,0.00595
1.06873,3.56257,448.349,0.005901
1.16736,3.52874,445.792,0.005883
1.12959,3.477,432.12,0.005789
1.15738,3.45735,429.243,0.005527
1.21074,3.02267,365.912,0.005474
1.21569,3.07653,384.813,0.00511
1.32186,3.02182,386.356,0.00511
1.3983,3.03289,385.132,0.005331
1.37699,2.99779,379.015,0.005271
1.56541,3.39421,418.848,0.005369
1.54469,3.20492,407.815,0.005319
1.47134,3.03731,377.21,0.005104
1.69216,3.103,389.641,0.005147
2.13169,3.18208,403.056,0.005222
2.4814,3.12184,392.326,0.005127
2.08678,3.14222,392.456,0.00536
2.3845,3.25924,394.491,0.00536
2.51972,3.09154,379.552,0.006234
2.4862,3.08269,378.912,0.006887
2.4376,3.05756,376.921,0.006632
2.29877,3.00081,364.352,0.006405
2.22188,3.04944,371.041,0.006551
2.40311,3.05221,372.868,0.00677
2.51595,3.03332,368.124,0.006881
2.55718,3.13889,388.376,0.006977
2.53288,3.10797,385.733,0.007265
2.51778,3.06044,374.905,0.007893
2.95078,3.06858,375.517,0.008349
3.16534,3.03839,371.136,0.007991
3.72045,3.05742,373.909,0.007778
4.42743,3.0722,379.829,0.00787
6.005,3.0436,377.058,0.00781
5.47565,3.08283,382.72,0.007941
5.37328,3.11939,390.424,0.008274
5.16951,3.16455,404.144,0.008542
5.31906,3.12976,399.379,0.008617
4.36897,3.18577,407.013,0.008452
3.74402,3.21679,416.85,0.008159
4.39794,3.23338,421.422,0.007989
4.4939,3.22663,419.377,0.008247
4.30188,3.46485,441.12,0.008295
4.65397,3.44012,438.65,0.008098
5.60871,3.48367,437.803,0.008057
5.61209,3.3856,420.302,0.00797
6.13438,3.34757,423.187,0.008069
5.93626,3.3508,423.142,0.008027
5.89735,3.40257,427.029,0.008049
6.35709,3.40454,432.139,0.007974
6.44065,3.43058,432.797,0.007887
6.31203,3.41637,436.919,0.00793
7.56016,3.39487,431.371,0.007975
8.39832,3.35553,424.485,0.008028
9.50494,3.30945,420.171,0.008048
10.0378,3.23237,409.408,0.008136
10.9352,3.15564,397.241,0.007929
10.9647,3.18021,404.912,0.007859
9.39747,3.24945,413.74,0.007922
9.80069,3.22901,411.877,0.007955
11.9716,3.25702,412.319,0.00805
11.2064,3.27737,416.292,0.008188
11.2089,3.35541,419.299,0.008808
13.3762,3.27425,410.801,0.008676
14.8936,3.29028,412.495,0.008594
12.2898,3.30123,414.585,0.008488
12.9669,3.29527,415.641,0.008175
12.5294,3.30087,416.544,0.008207
10.9562,3.29511,418.4,0.008283
10.7977,3.17281,408.28,0.008106
10.4395,3.17076,406.739,0.008018
10.2175,3.20469,411.882,0.007964
11.8511,3.19588,411.091,0.008043
11.3174,3.21767,416.36,0.008109
12.4032,3.232,418.076,0.00833
11.1276,3.21122,414.883,0.008231
10.6407,3.22252,415.743,0.008192
10.9655,3.22449,416.715,0.008053
10.3775,3.28363,425.349,0.008029
11.6763,3.2548,422.756,0.007561
11.7382,3.23,415.547,0.007563
11.8823,3.21105,412.597,0.00733
11.3546,3.23568,415.366,0.007389
11.6361,3.23563,416.754,0.007421
11.564,3.26236,419.67,0.007498
11.5124,3.2498,418.185,0.007506
11.1869,3.24068,419.437,0.007494
10.4195,3.25561,422.651,0.007474
10.6662,3.25192,421.656,0.007302
10.0296,3.23574,421.076,0.006877
9.75894,3.21437,418.474,0.006671
9.89972,3.21724,416.145,0.006292
8.81462,3.23563,421.133,0.005927
8.66829,3.23898,422.584,0.006068
7.51681,3.27506,426.181,0.005877
8.0156,3.25475,424.269,0.005707
8.43366,3.25647,424.932,0.006315
8.20614,3.2864,429.966,0.006373
8.55598,3.29083,430.941,0.006489
9.32317,3.26548,428.027,0.0065
8.96048,3.26202,428.506,0.006984
8.69677,3.28706,436.37,0.00713
8.48415,3.28911,441.916,0.007245
8.11104,3.35733,451.083,0.007475
